Sector,Climate And Business Need,Solutions,Market Maturity,Market Maturity Number,Business Model,Type,SeedYN,GrantYN,SeriesX,Total Non-Equity Funding,Total Funding Amount (in USD),Total Equity Funding Amount (in USD),Funding Rank,Series Rank,Seed Rank,Scale Rank
Consumer,Apparel And Textiles,Textile-to-Textile and Fiber Recycling,Early Market,13,Hardware,Mitigation,4,0,8,12632734,320332546,307449812,7,7,4,5
Consumer,Apparel And Textiles,"Apparel Robotics, Disassembly and Design for Recycling",Commercial,8,HW/SW,Mitigation,2,0,3,5063998,86891378,81827380,5,3,2,3
Consumer,Apparel And Textiles,Sustainable Textile Sourcing and Marketplaces,Early Market,13,Software,Mitigation,2,0,2,1024818,60304945,59280127,4,2,2,2
Consumer,Apparel And Textiles,Apparel And Textile Traceability,Early Market,13,Software,Mitigation,0,0,0,0,0,0,1,1,1,1
Consumer,Apparel And Textiles,Laundry and Textile Care,Mature Market,,HW/SW,Mitigation,0,0,1,0,19411181,19411181,2,1,1,1
Consumer,Consumer Goods Reuse,Apparel as a Service / Leased Clothing and Trade-In,Early Market,13,HW/SW,Mitigation,2,0,2,0,11000000,11000000,2,2,2,1
Consumer,Consumer Goods Reuse,Second Hand Markets for Apparel and Consumer Products,Mature Market,34,Software,Mitigation,5,0,5,54462909,1171950582,1117487673,10,5,5,5
Consumer,Consumer Goods Reuse,"Refurbished, Recycled, Rental Consumer Electronics",Mature Market,34,Software,Mitigation,3,0,4,2233479069,3591794019,1358314950,10,4,3,5
Consumer,Consumer Goods Reuse,Consumer Goods Rental,Early Market,13,HW/SW,Mitigation,1,0,1,0,31066948,31066948,3,1,1,1
Consumer,Consumer Goods Reuse,Refurbished E-Bikes and Second Hand Bike Marketplaces,Early Market,13,Software,Mitigation,2,0,0,0,1683198,1683198,1,1,2,1
Consumer,Consumer Goods Reuse,Repair Services,Early Market,13,Service,Mitigation,2,0,1,0,33418398,33418398,3,1,2,1
Consumer,Appliances,Induction Stoves,Mature Market,34,Hardware,Mitigation,0,0,1,0,25000000,25000000,2,1,1,1
Consumer,Appliances,Clean Cookstoves,Mature Market,34,Hardware,Mitigation,0,1,3,18214150,36651740,17098166,3,3,1,2
Consumer,Appliances,Electric Coffee Roasting,Early Market,13,Hardware,Mitigation,0,1,1,4054000,60054000,56000000,4,1,1,2
Consumer,Appliances,Energy-Efficient Appliances and Electrification Marketplaces,Mature Market,34,Software,Mitigation,0,0,0,0,0,0,1,1,1,1
Consumer,Household Goods,Home Goods,Mature Market,34,Hardware,Mitigation,2,0,5,225000,256981326,256756326,7,5,2,4
Consumer,Household Goods,Sustainable Travel and Ecotourism,Mature Market,34,Software,Mitigation,2,1,2,0,30059610,28260328,3,2,2,2
Consumer,Alternative Lawns,Alternative Lawns and Sustainable Lawn Care,Early Market,13,Hardware,Mitigation,3,0,1,1200000,34859000,33659000,3,1,3,1
Consumer,Health,Personal Care and Cosmetics,Mature Market,34,Hardware,Mitigation,10,1,6,1297617,261535186,260237569,7,5,6,4
Consumer,Health,Pharmaceutical Biomanufacturing and Process Decarbonization,Market Scale,21,Hardware,Mitigation,1,0,2,46458952,154344402,107885450,6,2,1,3
Consumer,Health,Medical Waste Reduction and Circularity,Early Market,13,Hardware,Mitigation,2,1,1,167547,17458303,17244967,2,1,2,1
Consumer,Packaging,Paper / Molded Fiber and Bioplastic Compostable Packaging,Market Scale,21,Hardware,Mitigation,8,3,5,196123870,1524587068,1328463198,10,5,6,5
Consumer,Packaging,Insulated Packaging and Foam Replacement,Early Market,13,Hardware,Mitigation,3,1,4,2000474,265993860,263829990,7,4,3,4
Consumer,Packaging,Biodegradeable / Recyclable Packaging,Market Scale,21,Hardware,Mitigation,4,0,4,15732837,384245101,368512264,8,4,4,4
Consumer,Packaging,"Mono-Material, Laminants, Coatings and Barriers ",Early Market,13,Hardware,Mitigation,3,0,3,838779,510921231,49301232,8,3,3,4
Consumer,Packaging,Modified Atmosphere Packaging (MAP),Market Scale,21,Hardware,Mitigation,0,0,0,0,0,0,1,1,1,1
Consumer,Packaging,Antimicrobial Packaging and Coatings,Market Scale,,Hardware,Mitigation,5,1,3,8451700,16669866,7970747,2,3,5,2
Consumer,Packaging,Sustainable Packaging Marketplaces,Early Market,13,Software,Mitigation,1,0,2,0,43004196,43004196,3,2,1,2
Consumer,Reusable Containers and Dishware,Reusable Packaging and Containers,Early Market,13,Hardware,Mitigation,5,2,1,3418500,16362222,12893722,2,1,5,1
Consumer,Reusable Containers and Dishware,Closed-Loop Reusable Packaging Systems,Early Market,13,HW/SW,Mitigation,9,1,0,1450185,35726018,34275833,3,1,6,1
Consumer,Reusable Containers and Dishware,Reusable Containers / Refill At Home,Early Market,13,Hardware,Mitigation,4,0,1,0,140064016,140064016,5,1,4,2
Consumer,Reusable Containers and Dishware,Package-free / Refill On The Go,Early Market,13,Hardware,Mitigation,1,1,2,6469145,18202780,11733635,2,2,1,1
Consumer,Reusable Containers and Dishware,Refill Water Dispensers and Vending Machines,Early Market,13,Hardware,Mitigation,2,0,3,1575000,269690262,268115262,7,3,2,3
Consumer,Reusable Containers and Dishware,Refillable Water Bottles,Mature Market,,Hardware,Mitigation,0,0,1,0,8641094,8641094,1,1,1,1
Water and Sanitation,Water Quality and Availability,"Wastewater Treatment, Reclamation and Material Recovery",Market Scale,21,Hardware,Adaptation,3,1,9,31241256,881787487,850546231,9,7,3,5
Water and Sanitation,Water Quality and Availability,Distributed Wastewater Treatment,Market Scale,21,Hardware,Adaptation,2,0,4,3028200,65808172,61556333,4,4,2,3
Water and Sanitation,Water Quality and Availability,Solar Water Pumps,Market Scale,21,Hardware,Adaptation,3,0,1,1100000,6420775,5320775,1,1,3,1
Water and Sanitation,Water Quality and Availability,Purification and Filtration,Market Scale,21,Hardware,Adaptation,0,2,3,5116929,229860874,224604822,6,3,1,3
Water and Sanitation,Water Quality and Availability,"Monitoring, Surveillance, Efficiency And Conservation",Early Market,13,HW/SW,Adaptation,3,1,6,291230,148903570,144350699,6,5,3,4
Water and Sanitation,Remediation,"Bioremediation, PFAS and Microplastic Removal",Early Market,13,Hardware,Adaptation,7,2,5,20435137,167909044,147473907,6,5,6,4
Water and Sanitation,Water Conservation,"Water Use Reduction, Recycling and Greywater Harvesting",Market Scale,21,Hardware,Adaptation,6,3,5,4444225,50379425,45922708,3,5,6,3
Water and Sanitation,Water Conservation,Leak Detection and Water Loss Reduction for Utilities,Market Scale,21,HW/SW,Adaptation,2,0,7,350459,129799553,129449094,5,6,2,4
Water and Sanitation,Water Conservation,"Water Usage Monitoring, Optimization for Buildings and Industry",Early Market,13,HW/SW,Adaptation,2,0,2,3260000,25577630,22317630,2,2,2,1
Water and Sanitation,Water Conservation,"Water Availability Planning, Usage Reporting and Risk Monitoring",Early Market,13,Software,Adaptation,0,0,1,0,18125000,18125000,2,1,1,1
Water and Sanitation,Water Conservation,"Groundwater Risk Analysis, Monitoring and Recharge",Early Market,13,HW/SW,Adaptation,1,0,0,0,2200000,2200000,1,1,1,1
Water and Sanitation,Water Extraction,Desalination,Market Scale,21,Hardware,Adaptation,4,2,2,11891161,29886895,17373806,2,2,4,1
Water and Sanitation,Water Extraction,Atmospheric Water Harvesting,Early Market,13,Hardware,Adaptation,4,2,0,80000,18696622,17270652,2,1,4,1
Water and Sanitation,Water Extraction,Rainwater Harvesting,Market Scale,21,Hardware,Adaptation,0,0,0,0,0,0,1,1,1,1
Water and Sanitation,Water Extraction,Cloud Seeding,Early Market,13,Hardware,Adaptation,0,0,0,0,0,0,1,1,1,1
Water and Sanitation,Water Utility Systems,"Water Utility Digitization, Planning and Optimization",Market Scale,21,Software,Adaptation,3,0,5,9364088,72452121,63088033,4,5,3,3
Water and Sanitation,Water Utility Systems,Underground Asset Inspection,Early Market,13,HW/SW,Adaptation,2,0,2,10002,22064523,22054521,2,2,2,1
Water and Sanitation,Water Utility Systems,Water Pipeline Energy Recovery,Early Market,13,Hardware,Adaptation,0,0,0,0,0,0,1,1,1,1
Water and Sanitation,Solid Waste,Sanitation Access,Early Market,13,Hardware,Adaptation,2,0,0,0,13251376,13251376,2,1,2,1
Water and Sanitation,Solid Waste,Solid Waste Utilization and Manure Management,Commercial,8,Hardware,Adaptation,0,0,0,9250000,30650000,21400000,3,1,1,1
Water and Sanitation,Waste Collection,Smart Waste Containers and Bins,Market Scale,21,HW/SW,Adaptation,3,3,5,1223491,57755680,56532189,4,5,3,3
Water and Sanitation,Waste Collection,Waste Collection Analytics and Optimization,Early Market,13,Software,Adaptation,8,1,1,16608537,84111446,67447152,4,1,6,2
Water and Sanitation,Waste Collection,Waste Management and Recycling Digitization,Market Scale,21,Software,Adaptation,5,0,10,11424252,469883035,458458783,8,7,5,5
Water and Sanitation,Waste Collection,Litter Analytics and Clean-up,Early Market,13,Software,Adaptation,1,0,0,1360996,1512428,151432,1,1,1,1
Water and Sanitation,Recycling,"Robotics for Waste Sorting, Collection and Recycling",Market Scale,21,HW/SW,Adaptation,3,0,6,4000000,135980424,131891060,5,5,3,3
Water and Sanitation,Recycling,"Deposit Return Scheme (DRS), EPR, Reverse Vending and Take-Back",Early Market,13,Hardware,Adaptation,0,0,4,1495179,96620751,95125572,5,4,1,3
Water and Sanitation,Recycling,E-Waste Recycling and Urban Mining,Early Market,13,Hardware,Adaptation,5,0,0,1217496,8374682,7157186,1,1,5,1
Water and Sanitation,Recycling,Recyclers and Materials Recovery Facilities (MRF),Mature Market,34,Hardware,Adaptation,2,0,2,1000000,70695587,69695587,4,2,2,2
Water and Sanitation,Recycling,Recycled Products Sourcing Marketplaces,Early Market,13,Software,Adaptation,1,0,2,0,71635828,71417974,4,2,1,2
Water and Sanitation,Recycling,Ocean and River Plastic Recovery and Reuse,Early Market,13,Hardware,Adaptation,4,0,1,1270000,29905921,28635921,3,1,4,1
Water and Sanitation,Recycling,Circular Material Recovery Networks,Early Market,13,Software,Adaptation,3,0,0,0,4154061,4154061,1,1,3,1
Water and Sanitation,Composting and Food Waste Tracking,Residential and Commercial On-Site Composting,Market Scale,21,HW/SW,Adaptation,4,0,1,0,92462334,92462334,5,1,4,2
Water and Sanitation,Composting and Food Waste Tracking,Organic Waste Diversion and Municipal Composting Services,Market Scale,21,Service,Adaptation,0,0,2,60000,15555363,15495363,2,2,1,1
"Workforce, Policy, Community Engagement and Media",Workforce Management,Workforce Development and Training,Market Scale,21,Service,Mitigation,5,1,1,8145828,75903651,67757823,4,1,5,2
"Workforce, Policy, Community Engagement and Media",Workforce Management,Climate Job Recruiting,Market Scale,21,Software,Mitigation,6,0,2,0,49255604,49255604,3,2,6,2
"Workforce, Policy, Community Engagement and Media",Workforce Management,Workforce Engagement and Benefits,Early Market,13,Software,Mitigation,12,0,1,16162743,44650891,28488148,3,1,6,1
"Workforce, Policy, Community Engagement and Media",Workforce Management,Field Work Digitization and Management,Market Scale,21,Software,Mitigation,0,0,3,0,363711289,363711289,8,3,1,4
"Workforce, Policy, Community Engagement and Media",Employee Travel Reduction,Remote / Hybrid Work Enablement,Market Scale,21,Software,Mitigation,2,0,1,0,10157683,10157683,2,1,2,1
"Workforce, Policy, Community Engagement and Media",Employee Travel Reduction,Virtual / Hybrid Events and Travel Reduction,Market Scale,21,Software,Mitigation,0,0,2,0,111495000,111495000,5,2,1,2
"Workforce, Policy, Community Engagement and Media",Policy and Community Engagement,Policy Analysis,Early Market,13,Software,Hybrid,1,0,0,500000,7300000,6800000,1,1,1,1
"Workforce, Policy, Community Engagement and Media",Policy and Community Engagement,Community Engagement and Civic Tech,Early Market,13,Software,Hybrid,,,,,,,2,1,3,2
"Workforce, Policy, Community Engagement and Media",Media,Climate Content for Advocacy and Awareness,Market Scale,21,Service,Mitigation,3,0,1,0,10324987,10324987,2,1,3,1
"Workforce, Policy, Community Engagement and Media",Media,Advertising Emissions Measurement and Impact,Early Market,13,Software,Mitigation,0,0,1,0,20000000,20000000,2,1,1,1
"Workforce, Policy, Community Engagement and Media",Media,Disinformation Detection and Protection,Early Market,13,Software,Mitigation,2,0,4,50000,222198285,222148285,6,4,2,3
Carbon Management,Carbon Accounting And Reporting,"Carbon Accounting, Reporting and Management",Mature Market,34,Software,Mitigation,8,0,11,6516406,842978441,836212035,9,7,6,5
Carbon Management,Carbon Accounting And Reporting,Industry-Specific Carbon Accounting,Market Scale,21,Software,Mitigation,7,0,13,8030305,710088082,702057777,9,7,6,5
Carbon Management,Carbon Accounting And Reporting,Environmental and Carbon Accounting Data Platforms,Early Market,13,Software,Mitigation,2,0,1,0,10032899,10032899,2,1,2,1
Carbon Management,Carbon Accounting And Reporting,"Life Cycle Assessment (LCA), Env. Product Declarations (EPD) and Product Claims Mgmt.",Early Market,13,Software,Mitigation,4,0,6,455133,118770029,118314896,5,5,4,3
Carbon Management,Carbon Accounting And Reporting,Supplier Engagement for Scope 3 Emissions Reduction,Early Market,13,Software,Mitigation,4,0,5,75000,177851612,177776612,6,5,4,4
Carbon Management,Carbon Accounting And Reporting,Environmental Regulatory Compliance and Analytics,Market Scale,21,Software,Mitigation,3,0,6,0,304197623,304197623,7,5,3,4
Carbon Management,Carbon Accounting And Reporting,Consumer Action and Offsetting,Market Scale,21,Software,Mitigation,4,0,4,0,128815031,128815031,5,4,4,3
Carbon Management,Monitoring And Detection,Pollution and Air Quality Monitoring,Early Market,13,HW/SW,Adaptation,3,4,2,442404,124167707,122127305,5,2,3,2
Carbon Management,Monitoring And Detection,Methane Leak Detection,Market Scale,21,HW/SW,Adaptation,4,0,10,207939382,635897678,427958296,9,7,4,5
Carbon Management,Monitoring And Detection,Fugitive Methane Reduction and Well Plugging,Early Market,13,Hardware,Adaptation,3,0,2,55915,53455915,53400000,4,2,3,2
Carbon Management,Climate Project Markets and MRV,Carbon Project Marketplaces,Mature Market,34,Software,Mitigation,5,0,7,0,174117451,174117451,6,6,5,4
Carbon Management,Climate Project Markets and MRV,Climate Action Integration and APIs,Mature Market,34,Software,Mitigation,3,1,4,1874487,103373383,101498896,5,4,3,3
Carbon Management,Climate Project Markets and MRV,Carbon Project Reviewers and Services for Project Originators,Early Market,13,Software,Mitigation,3,0,1,20000,17430164,17410164,2,1,3,1
Carbon Management,Climate Project Markets and MRV,"Certification and Measurement, Reporting and Verification (MRV)",Early Market,13,Software,Mitigation,3,0,2,202393,75836214,75633821,4,2,3,2
Carbon Management,Climate Project Markets and MRV,Carbon Project Portfolios,Market Scale,21,Software,Mitigation,3,0,0,0,62898400,62898400,4,1,3,2
Carbon Management,Climate Project Markets and MRV,"Nature-Based Project Portfolios, Financing and Services",Market Scale,21,Software,Mitigation,5,0,4,0,197096532,197096532,6,4,5,3
Carbon Management,Climate Project Markets and MRV,Carbon Project Carbon Removal Registries and Certifiers,Early Market,13,Software,Removal,2,0,0,0,26614101,26614101,2,1,2,1
Nature-based Carbon Removal,Forests,Reforestation and Nature Restoration Solutions,Market Scale,21,Software,Hybrid,3,1,3,18326767,121646086,103319319,5,3,3,3
Nature-based Carbon Removal,Forests,"Forest Project Origination, Management and Measurement",Market Scale,21,Service,Hybrid,2,2,6,5509215,265517550,260008335,7,5,2,4
Nature-based Carbon Removal,Forests,Forest Inventory Measurement and Health Monitoring,Early Market,13,Software,Hybrid,2,0,2,539911,33027508,32487597,3,2,2,2
Nature-based Carbon Removal,Forests,Deforestation-free Compliance and Reporting,Early Market,13,Software,Hybrid,2,0,2,100000,31135203,31035203,3,2,2,2
Nature-based Carbon Removal,Oceans,"Coastal, Mangrove, Seagrass and Kelp Forest Restoration",Commercial,8,Hardware,Hybrid,1,1,0,306000,3806000,3500000,1,1,1,1
Nature-based Carbon Removal,Oceans,Coral Reef Restoration,Early Market,13,Hardware,Hybrid,3,1,1,0,5172756,5172756,1,1,3,1
Nature-based Carbon Removal,Wetlands,Wetlands and Peatlands Restoration,Early Market,13,Hardware,Hybrid,0,0,1,0,250000000,250000000,7,1,1,3
Nature-based Carbon Removal,Watersheds,Watershed Restoration and Groundwater Recharge,Early Market,13,Hardware,Hybrid,0,0,1,2288287,9897428,7609141,2,1,1,1
Nature-based Carbon Removal,Biodiversity,"Wildlife Conservation, Restoration and Rewilding",Early Market,13,Software,Hybrid,0,1,1,0,235724954,235500001,7,1,1,3
Nature-based Carbon Removal,Biodiversity,Invasive Species Monitoring and Control,Early Market,13,Hardware,Hybrid,2,0,0,0,2750000,2750000,1,1,2,1
Nature-based Carbon Removal,Biodiversity,Biodiversity Measurement and Reporting,Early Market,13,HW/SW,Hybrid,4,1,2,0,35459683,33762106,3,2,4,2
Nature-based Carbon Removal,Urban,"Street Trees, Green Spaces and Rurbanisation",Commercial,8,Software,Hybrid,0,1,0,0,100000,0,1,1,1,1
Engineered Carbon Removal,DAC,Direct Air Capture (DAC),Market Scale,21,Hardware,Removal,9,7,7,43149616,1214343601,1171193985,10,6,6,5
Engineered Carbon Removal,BiRCS,"Biochar, Biomass Carbon Removal and Storage (BiRCS)",Mature Market,34,Hardware,Removal,8,3,7,11012368,251878428,240231766,7,6,6,4
Engineered Carbon Removal,BECCS,Bioenergy with Carbon Capture and Storage (BECCS),Early Market,13,Hardware,Removal,0,0,0,0,0,0,1,1,1,1
Engineered Carbon Removal,"Plant, Synbio-Based",Plant And Synthetic Biology-Based Carbon Removal,Commercial,8,Hardware,Removal,4,2,1,4302982,45720856,41377874,3,1,4,1
Engineered Carbon Removal,Ocean Systems-Based,Ocean Alkalinity Enhancement,Commercial,8,Hardware,Removal,2,1,1,3849928,31649928,27800000,3,1,2,1
Engineered Carbon Removal,Ocean Systems-Based,Biomass Sinking and Upwelling,Early Market,13,Hardware,Removal,3,3,1,275000,54765467,54125000,4,1,3,2
Engineered Carbon Removal,Ocean Systems-Based,Direct Ocean Capture (DOC),Commercial,8,Hardware,Removal,2,1,1,1000000,42875000,41875000,3,1,2,1
Engineered Carbon Removal,Geologic,Mineralization,Early Market,13,Hardware,Removal,3,4,1,2485161,186474884,66969723,6,1,3,2
Engineered Carbon Removal,Geologic,Enhanced Weathering,Early Market,13,Hardware,Removal,4,1,2,0,36469176,36369176,3,2,4,2
Engineered Carbon Removal,Electrochemical,Electrochemical,Commercial,8,Hardware,Removal,1,0,1,5931087,38675669,32744582,3,1,1,1
Engineered Carbon Removal,Hybrid CDR,Hybrid Carbon Removal,Commercial,8,Hardware,Removal,5,2,1,520369,133375369,131855000,5,1,5,2
Engineered Carbon Removal,Carbon Capture and Storage (CCS),Point Source CCS,Market Scale,21,Hardware,Removal,9,0,8,42465792,807776899,765311107,9,7,6,5
Engineered Carbon Removal,Carbon Capture and Storage (CCS),CCS with Geological Storage,Early Market,13,Hardware,Removal,1,0,1,280000,47480000,47200000,3,1,1,1
Engineered Carbon Removal,Carbon Capture and Storage (CCS),Methane Capture,Pilot,3,Hardware,Removal,1,0,1,0,11300000,11300000,2,1,1,1
Engineered Carbon Removal,CDR Project Dev.,CDR Project Development,Early Market,13,Service,Removal,1,0,1,0,7199997,7199997,1,1,1,1
Finance,Climate Capital,Venture Debt and Growth Equity,Mature Market,34,Service,Mitigation,0,0,1,0,146867385,146867385,5,1,1,2
Finance,Climate Capital,Project Finance and Infrastructure Finance,Mature Market,34,Service,Mitigation,2,0,4,63460229,521831910,457621681,8,4,2,4
Finance,Climate Capital,EV and Mobility Financing,Mature Market,34,Service,Mitigation,3,0,3,3200000,502000258,490800258,8,3,3,4
Finance,Climate Capital,Catalytic Capital,Market Scale,21,Service,Mitigation,0,0,1,0,0,0,1,1,1,1
Finance,Climate Capital,Grant Advance Financing,Early Market,13,Service,Mitigation,1,0,0,2600000,205000000,2400000,6,1,1,2
Finance,Climate Capital,Grant Discovery and Application,Early Market,13,Software,Mitigation,1,0,1,300000,65444000,65144000,4,1,1,2
Finance,Climate Capital,Regen Farming Financing and Credit Access,Market Scale,21,Service,Mitigation,4,1,6,288879437,519920475,230791038,8,5,4,4
Finance,Insurance,Climate and WX-Related Insurance,Market Scale,21,Software,Adaptation,3,1,9,196981000,814057952,617076952,9,7,3,5
Finance,Insurance,Insurance Tech and AI Solutions,Early Market,13,Software,Adaptation,2,1,3,125000,279581084,279456084,7,3,2,3
Finance,Insurance,Climate Risk Modeling and Analytics,Market Scale,21,Software,Adaptation,8,1,7,26626159,425525115,398898956,8,6,6,5
Finance,Insurance,Renewable Energy Project Insurance,Early Market,13,Service,Mitigation,0,0,1,1805000,26805000,25000000,2,1,1,1
Finance,Insurance,Carbon Project Insurance,Commercial,8,Service,Mitigation,3,0,0,0,34444760,34444760,3,1,3,1
Finance,Fintech,"Carbon Credit, Commodity Trading and Markets",Mature Market,34,Software,Mitigation,3,0,1,580779195,921673460,340894265,9,1,3,3
Finance,Fintech,"Renewable Energy Certificate (REC, EAC, SAFc) Trading ",Mature Market,34,Software,Mitigation,4,0,0,0,14134821,14134821,2,1,4,1
Finance,Fintech,Asset and Lending Management,Early Market,13,Software,Mitigation,1,0,1,0,312694913,312694913,7,1,1,3
Finance,Fintech,Tax Credit Monetization and Incentives Management,Early Market,13,Software,Mitigation,3,0,1,0,52750000,52750000,4,1,3,2
Finance,Fintech,Blockchain Climate Solutions,Early Market,13,Software,Mitigation,4,1,1,8000000,50128383,42128383,3,1,4,1
Finance,Ratings,Carbon Project Ratings,Market Scale,21,Software,Mitigation,1,0,2,0,167605036,167605036,6,2,1,3
Finance,Ratings,Sustainability Ratings and Investment Analysis,Mature Market,34,Software,Mitigation,2,0,4,2500000,1013267653,1010767653,9,4,2,4
Finance,Consumer Finance,Solar Loan Financing,Mature Market,34,Service,Mitigation,4,1,4,140093208,335796160,195702952,7,4,4,4
Finance,Consumer Finance,Financing for Electrification and Retrofits,Market Scale,21,Service,Mitigation,2,0,2,326596240,1326750620,200054380,10,2,2,4
Finance,Consumer Finance,Impact Investing and Sustainable Banking,Market Scale,21,Software,Mitigation,5,0,3,2465391,397403033,394937642,8,3,5,4
Finance,Consumer Finance,Climate Crowdfunding and Impact Investing Platforms,Market Scale,21,Software,Mitigation,4,1,5,11801619,67607819,55806200,4,5,4,3
Adaptation,Wildfire,"Wildfire Prediction, Detection and Alerting",Early Market,13,HW/SW,Adaptation,5,0,3,16297801,95911837,79614036,5,3,5,3
Adaptation,Wildfire,Wildfire Resiliance Planning and Defense,Early Market,13,Software,Adaptation,1,0,2,0,55804091,55804091,4,2,1,2
Adaptation,Wildfire,Firefighting Robotics,Commercial,8,HW/SW,Adaptation,2,1,1,1225000,18875001,17650001,2,1,2,1
Adaptation,Wildfire,Controlled Burn and Fire Management,Commercial,8,HW/SW,Adaptation,2,1,1,1208675,27328675,26120000,2,1,2,1
Adaptation,Wildfire,Tree Thinning and Vegetation Management Automation,Early Market,13,HW/SW,Adaptation,3,0,2,0,134384815,134384815,5,2,3,2
Adaptation,Heat,Heat Stress Protection Clothing,Early Market,13,Hardware,Adaptation,0,1,0,0,15000,0,1,1,1,1
Adaptation,Heat,Heat Illness Monitoring and Prevention,Early Market,13,HW/SW,Adaptation,3,0,0,4024143,13824143,9800000,2,1,3,1
Adaptation,Flood And Water,Urban Stormwater Management and Drainage Infrastructure,Market Scale,21,HW/SW,Adaptation,1,1,3,1607500,22160828,20353332,2,3,1,2
Adaptation,Flood And Water,"Seawalls, Revetments and Engineered Coastal Protection",Market Scale,21,Hardware,Adaptation,2,0,1,40000,19115000,19075000,2,1,2,1
Adaptation,Flood And Water,"Flood Hazard Analytics, Planning and Response",Early Market,13,Software,Adaptation,3,1,3,4480122,33188668,28658546,3,3,3,2
Adaptation,Air Pollution,Air Pollution Control and Air Purification,Market Scale,21,Hardware,Adaptation,4,0,3,2603626,52703628,50100002,4,3,4,2
Adaptation,Safety And Security,First Responder and Public Safety Tech,Market Scale,21,Software,Adaptation,0,0,4,575000,715754998,715179998,9,4,1,4
Adaptation,Safety And Security,Emergency Communications / Early Warning Platforms,Market Scale,21,Software,Adaptation,2,1,2,20100000,169025000,148800000,6,2,2,3
Adaptation,Migration,"Migration, Relocation and Managed Retreat",Early Market,13,Software,Adaptation,2,0,0,0,3516945,3516945,1,1,2,1
Adaptation,Bio-Surveillance,"Pathogen Detection, Prevention and Response ",Market Scale,21,HW/SW,Adaptation,1,2,3,0,84304828,84169641,4,3,1,2
Adaptation,Geoengineering,"Marine Cloud Brightening, Solar Radiation Mgmt. (SRM), Iron Aerosols",Research,1,Hardware,Adaptation,1,0,0,0,750000,750000,1,1,1,1
Adaptation,Geoengineering,Sea Ice Restoration and Glacier Protection,Research,1,Hardware,Adaptation,0,0,0,0,0,0,1,1,1,1
Transversal Technologies,AI,Artificial Intelligence,Market Scale,21,Software,Mitigation,4,0,12,8469542,1266035588,1257390883,10,7,4,5
Transversal Technologies,Quantum Computing,Quantum Computing,Early Market,13,HW/SW,Mitigation,3,2,2,16068924,845987390,829918466,9,2,3,4
Transversal Technologies,Synthetic Biology,Lab Automation and Robotics,Early Market,13,HW/SW,Mitigation,2,0,6,0,447375742,447375742,8,5,2,4
Transversal Technologies,Synthetic Biology,Lab Optimization and Workflow Software,Early Market,13,HW/SW,Mitigation,3,0,3,771052,595021153,594250101,9,3,3,4
Transversal Technologies,Synthetic Biology,Biomanufacturing Infrastructure,Market Scale,21,Hardware,Mitigation,6,1,7,72574999,897643510,825068511,9,6,6,5
Transversal Technologies,Synthetic Biology,"Biocatalysts, Reagents and Growth Media",Market Scale,21,Hardware,Mitigation,1,0,3,2847005,505197723,502350718,8,3,1,4
Transversal Technologies,Synthetic Biology,"Bioengineering Research, Design and Development",Market Scale,21,HW/SW,Mitigation,5,1,10,4979070,641144556,636082545,9,7,5,5
Transversal Technologies,Synthetic Biology,Enzyme Engineering,Early Market,13,HW/SW,Mitigation,1,1,4,11591045,172714848,157353803,6,4,1,3
Transversal Technologies,Motors and Magnets,High Power Density Electric Motors,Market Scale,21,Hardware,Mitigation,6,1,11,326924794,1211608384,884683590,10,7,6,5
Transversal Technologies,Motors and Magnets,"Magnets, Material Circularity and Rare Earth-free",Market Scale,21,Hardware,Mitigation,1,1,2,42500000,237099999,194599999,7,2,1,3
Transversal Technologies,Materials Innovation,Membranes and Materials Separation,Market Scale,21,Hardware,Mitigation,5,4,5,23858542,184432477,154869714,6,5,5,4
Transversal Technologies,Materials Innovation,Metal Organic Framework-based Materials,Early Market,13,Hardware,Mitigation,1,1,3,633623,4827951,4194328,1,3,1,1
Transversal Technologies,Materials Innovation,Nanomaterials and Nanobubbles,Early Market,13,Hardware,Mitigation,5,1,7,39159440,287132048,247889667,7,6,5,4
Transversal Technologies,Materials Innovation,Biomass to Materials,Early Market,13,Hardware,Mitigation,5,2,3,38887367,180869247,141981880,6,3,5,3
Transversal Technologies,Materials Innovation,Fungi / Mycelium-based Materials,Early Market,13,Hardware,Mitigation,4,0,2,9671492,147695739,138024247,5,2,4,2
Transversal Technologies,Materials Innovation,Algae and Plant-based Materials,Early Market,13,Hardware,Mitigation,4,0,2,18601897,110441460,91839563,5,2,4,2
Transversal Technologies,Materials Innovation,Bioengineered Materials,Early Market,13,Hardware,Mitigation,0,1,3,398218850,1528894605,1130299755,10,3,1,4
Transversal Technologies,Materials Innovation,CO2 to Materials,Early Market,13,Hardware,Hybrid,2,1,2,0,234241130,234241130,6,2,2,3
Transversal Technologies,Materials Innovation,Self-healing and Repairable Materials,Early Market,13,Hardware,Mitigation,3,0,1,2147074,6298983,4151909,1,1,3,1
Transversal Technologies,Materials Innovation,"Graphene, Carbon Fiber, Nanotubes and Lightweight Composites",Market Scale,21,Hardware,Mitigation,9,4,8,19763265,713589786,692913895,9,7,6,5
Transversal Technologies,Materials Innovation,Biocarbon Materials,Early Market,,Hardware,Mitigation,0,1,0,3844306,270133869,4990643,7,1,1,3
Transversal Technologies,Materials Innovation,Materials Marketplaces,Early Market,13,Software,Mitigation,1,0,1,0,4738906,4738906,1,1,1,1
